SignalType,Xsections,N_orig,Group,CustomJson,EOSDirectory
GluGluToRadionToHHTo2B2ZTo2L2J_M-350_narrow,0.001,299974,HHres350,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-400_narrow,0.001,291970,HHres400,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-450_narrow,0.001,295972,HHres450,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-500_narrow,0.001,293961,HHres500,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-550_narrow,0.001,299968,HHres550,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-600_narrow,0.001,290954,HHres600,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-650_narrow,0.001,299962,HHres650,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-700_narrow,0.001,287958,HHres700,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-750_narrow,0.001,299955,HHres750,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-800_narrow,0.001,283945,HHres800,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-850_narrow,0.001,299929,HHres850,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-900_narrow,0.001,287921,HHres900,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-1000_narrow,0.001,284945,HHres1000,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
#
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-250_narrow,0.001,399971,HHBulkGrav250,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-260_narrow,0.001,399980,HHBulkGrav260,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-270_narrow,0.001,394967,HHBulkGrav270,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-280_narrow,0.001,393957,HHBulkGrav280,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-300_narrow,0.001,394975,HHBulkGrav300,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-320_narrow,0.001,299978,HHBulkGrav320,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-350_narrow,0.001,279974,HHBulkGrav350,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-400_narrow,0.001,295964,HHBulkGrav400,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-450_narrow,0.001,299971,HHBulkGrav450,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-500_narrow,0.001,275974,HHBulkGrav500,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-550_narrow,0.001,299965,HHBulkGrav550,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-600_narrow,0.001,287959,HHBulkGrav600,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-650_narrow,0.001,281962,HHBulkGrav650,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-700_narrow,0.001,284974,HHBulkGrav700,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-750_narrow,0.001,295959,HHBulkGrav750,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-800_narrow,0.001,291968,HHBulkGrav800,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-850_narrow,0.001,286941,HHBulkGrav850,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-900_narrow,0.001,299992,HHBulkGrav900,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-1000_narrow,0.001,299943,HHBulkGrav1000,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
##
###Alternate Samples
###
###DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8,5765.4,81781064,ZJetsIncAmcNlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_Zpt-0To50_,5352.57924,483393322089,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_Pt-50To100_,363.81428,119701541659,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_Pt-100To250_,84.014804,16519356344,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_Pt-250To400_,3.22826,152612686,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_Pt-400To650_,0.436041,1458753,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_Pt-650ToInf_,0.040981,137769,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-70to100_,208.977,9616188,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-100to200_,181.302,10607207,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-200to400_,50.4177,9653731,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-400to600_,6.98394,9751278,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-600to800_,1.68141,8292957,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-800to1200_,0.775392,2668730,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-1200to2500_,0.186222,596079,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###DYJetsToLL_M-50_HT-2500toInf_,0.00438495,399492,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###
###TTJets_TuneCUETP8M2T4_13TeV-amcatnloFXFX-pythia8,831.76,15033980,TTBar_amcnlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTJets_DiLept,89.05,30682233,TTBarDBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTJets_SingleLeptFromT_,183.46,53057043,TTBarDBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTJets_SingleLeptFromTbar_,183.46,60494823,TTBarDBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTJets_TuneCUETP8M1_13TeV-amcatnloFXFX,831.76,12434386,TTBar_amcnlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###
###WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8,61526.7,16497028,WJetsIncAmcNlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_Wpt-0To50_,57297.3926,14094979381568,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_Wpt-50To100_,3298.3733,515759116232,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_Pt-100To250_,689.7496,178983311284,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_Pt-250To400_,24.5069,617769209,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_Pt-400To600_,3.110131,11184917,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_Pt-600ToInf_,0.468318,1748092,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-100To200_,1627.45,79356685,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-200To400_,435.237,39680891,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-400To600_,59.1811,7759701,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-600To800_,14.5805,18687480,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-800To1200_,6.65621,7745467,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-1200To2500_,1.60809,6872441,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WJetsToLNu_HT-2500ToInf_,0.0389136,2637821,WJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WToLNu_0J,50279.20,78454607,WJetsJBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WToLNu_1J,8434.257,56970726,WJetsJBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WToLNu_2J,2813.243,38800147,WJetsJBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###
###ZZ_TuneCUETP8M1_13TeV-pythia8,16.523,1988098,DiBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WZ_TuneCUETP8M1_13TeV-pythia8,47.13,3995828,DiBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WW_TuneCUETP8M1_13TeV-pythia8,118.7,7981136,DiBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###
###WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.05565,216366,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.2086,210538,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.1651,221468,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8,0.01398,213197,TriBoson,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###
###WGToLNuG,405.271,11971359,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###ZGTo2LG,117.864 ,2963187,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WGstarToLNuEE,,4380837,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###WGstarToLNuMuMu,0,4212417,DiBoson_amcNLO,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTZToLL_M-1to10,,246792,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TGJets_TuneCUETP8M1_13TeV_amcatnlo_madspin_pythia8,2.967,368562,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTGJets_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8,3.697,1577833,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTWJetsToLNu,0.2043,2716249,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###TTZToLLNuNu_M-10,0.2529,927976,TV,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/27March2020/vinguyen
###
##
